customer,email,purchase_amt,revenue,number_of_orders,number_of_orders2,recency_days
4373,0,0,99.9,2,4,322
4374,0,0,137.9,7,49,136
4375,0,0,69,1,1,27
4376,1,0,208,2,4,28
4377,0,35,64,2,4,308
4378,0,0,59,1,1,1
4379,1,34.5,131,4,16,296
4380,1,0,98,2,4,364
4381,1,28,19,1,1,467
4382,1,32.85,568.5,14,196,36
4383,1,0,488.3,12,144,47
4384,1,0,93.9,4,16,84
4385,1,0,258,7,49,36
4386,1,0,322.5,8,64,25
4387,0,0,124.5,4,16,22
4388,0,0,80.5,2,4,380
4389,0,0,44,1,1,31
4390,1,0,284.75,11,121,25
4391,0,0,248,2,4,395
4392,1,0,235.5,6,36,89
4393,0,0,84,2,4,23
4394,0,0,98,3,9,447
4395,1,0,90.5,3,9,25
4396,1,57.5,59,2,4,93
4397,1,0,405,9,81,23
4398,1,0,184,6,36,123
4399,0,0,39.95,2,4,652
4400,1,0,59,1,1,257
4401,1,0,282,3,9,379
4402,0,20,59,2,4,160
4403,0,0,54,1,1,150
4404,1,0,273,9,81,42
4405,0,0,24.75,5,25,450
4406,1,0,39.5,1,1,391
4407,1,0,49.5,3,9,524
4408,0,0,20,1,1,424
4409,1,0,159,1,1,62
4410,1,0,477,9,81,28
4411,0,0,169,3,9,179
4412,1,0,412.55,12,144,38
4413,0,0,78.5,2,4,113
4414,0,0,115.95,5,25,116
4415,0,0,157,4,16,20
4416,0,0,74.5,3,9,169
4417,0,0,153.95,2,4,408
4418,1,0,29.5,1,1,48
4419,1,0,283,5,25,35
4420,0,0,99.8,4,16,117
4421,0,0,29,1,1,331
4422,0,0,99,2,4,384
4423,0,0,65.5,3,9,439
4424,1,36,110,3,9,33
4425,0,0,79.5,3,9,704
4426,1,0,1083.25,26,676,30
4427,0,0,72,2,4,13
4428,0,0,22,1,1,25
4429,1,0,157,5,25,23
4430,1,0,39.5,2,4,485
4431,0,0,19.5,1,1,43
4432,1,0,107.95,4,16,218
4433,0,28,268,11,121,26
4434,0,0,112,3,9,26
4435,0,0,88.5,3,9,285
4436,0,173.5,708.25,22,484,59
4437,1,0,209,6,36,285
4438,1,0,137.9,5,25,24
4439,1,0,162.5,5,25,568
4440,0,0,257,7,49,17
4441,0,0,43.95,2,4,496
4442,0,0,161.5,5,25,55
4443,1,0,303.45,11,121,99
4444,0,0,133.95,3,9,556
4445,1,0,76,2,4,86
4446,0,0,19,2,4,23
4447,1,0,39.5,2,4,166
4448,1,0,119.5,2,4,330
4449,1,0,237.95,6,36,394
4450,0,0,59,1,1,386
4451,1,0,42,1,1,667
4452,0,0,139,1,1,390
4453,1,0,543,13,169,399
4454,1,0,20,1,1,680
4455,1,0,419.95,12,144,21
4456,0,0,83.95,2,4,414
4457,1,0,327.5,10,100,43
4458,1,0,118,2,4,18
4459,1,0,125,1,1,699
4460,0,0,189,1,1,377
4461,1,0,223,5,25,31
4462,1,0,196.95,6,36,383
4463,0,0,0,1,1,14
4464,0,0,38,1,1,23
4465,1,34,402.95,11,121,123
4466,0,0,242,6,36,115
4467,0,0,260.95,8,64,171
4468,0,59,312.5,9,81,158
4469,1,0,306,8,64,18
4470,0,0,124,2,4,466
4471,1,0,489.6,22,484,21
4472,1,309.75,628,10,100,235
4473,1,669.65,1406.55,41,1681,21
4474,0,0,112,5,25,56
4475,1,0,828.9,18,324,53
4476,0,0,193.95,5,25,15
4477,0,0,441.5,11,121,16
4478,1,0,817.3,20,400,29
4479,1,0,54,4,16,84
4480,0,0,293.5,6,36,78
4481,0,0,0,1,1,397
4482,0,30,58.5,2,4,15
4483,1,0,92,3,9,85
4484,1,0,138,6,36,37
4485,0,0,39.5,3,9,138
4486,1,0,284.5,5,25,348
4487,1,0,341,11,121,57
4488,1,380.85,529,13,169,37
4489,0,0,90,1,1,663
4490,0,0,9,8,64,93
4491,1,0,30,1,1,390
4492,0,105,75.5,3,9,24
4493,1,0,285.35,11,121,179
4494,0,0,64.5,2,4,467
4495,1,0,170,3,9,245
4496,0,29,371,8,64,21
4497,1,108,598.15,19,361,98
4498,1,0,2518.35,81,6561,13
4499,0,0,36,1,1,405
4500,0,0,98.95,3,9,166
4501,0,0,44,1,1,326
4502,0,0,259,3,9,398
4503,0,0,65.5,2,4,11
4504,1,0,25,1,1,528
4505,0,0,50,4,16,497
4506,0,0,16.95,1,1,384
4507,0,0,201.95,5,25,20
4508,1,0,30,2,4,611
4509,0,0,94.45,9,81,18
4510,1,0,64,3,9,58
4511,1,0,215,6,36,9
4512,0,0,362.57,24,576,12
4513,0,241.95,206.5,6,36,25
4514,0,0,79.95,1,1,544
4515,1,0,74,1,1,457
4516,0,48.5,24,1,1,301
4517,0,0,537.5,5,25,406
4518,1,0,69,1,1,364
4519,1,0,177,4,16,291
4520,0,0,310,4,16,407
4521,1,0,557.2,16,256,5
4522,0,0,59,1,1,18
4523,0,0,129,1,1,395
4524,1,36.9,359.85,11,121,3
4525,0,158,283.9,9,81,65
4526,1,147,607.95,20,400,20
4527,1,29,2187.39,90,8100,68
4528,1,55,14.95,1,1,228
4529,0,0,29,1,1,258
4530,1,0,184.5,8,64,141
4531,1,0,161,5,25,30
4532,0,0,43,2,4,48
4533,0,0,25,1,1,583
4534,1,0,842.35,24,576,26
4535,1,0,169,5,25,110
4536,0,0,19.5,1,1,10
4537,0,0,39,1,1,663
4538,1,0,150.95,3,9,392
4539,0,0,70.7,5,25,634
4540,0,0,392.35,15,225,10
4541,0,0,129,2,4,723
4542,1,22.5,1311.05,44,1936,11
4543,1,0,135,1,1,701
4544,1,0,256.95,4,16,14
4545,0,12.95,197,5,25,578
4546,0,0,119,2,4,410
4547,0,0,156.4,4,16,381
4548,0,0,116.5,3,9,588
4549,0,0,72.95,3,9,396
4550,1,0,0,3,9,38
4551,1,0,157,6,36,32
4552,0,0,99.95,4,16,79
4553,1,64.45,238.5,5,25,53
4554,0,0,321.45,6,36,228
4555,0,103,215.85,6,36,447
4556,0,0,39.5,1,1,23
4557,1,0,37,1,1,256
4558,1,0,237.95,7,49,220
4559,1,0,118,3,9,52
4560,0,0,104,4,16,453
4561,0,0,149,3,9,231
4562,0,0,61.5,2,4,600
4563,0,0,69,1,1,370
4564,0,0,59,1,1,414
4565,1,165,838.5,18,324,29
4566,0,0,78,3,9,16
4567,1,0,57,1,1,301
4568,0,32,172.75,7,49,20
4569,1,32,187.5,4,16,397
4570,0,0,818.75,28,784,133
4571,0,0,889.45,22,484,18
4572,1,0,304.8,9,81,133
4573,0,0,97.9,2,4,660
4574,0,81.5,576.35,20,400,176
4575,0,0,59,1,1,698
4576,0,0,155.45,6,36,336
4577,0,0,24,1,1,418
4578,1,0,480.4,14,196,280
4579,1,0,136,6,36,103
4580,0,0,184.95,5,25,413
4581,1,0,228,2,4,18
4582,1,0,73.9,2,4,714
4583,0,0,29.5,1,1,74
4584,0,0,95.45,6,36,27
4585,0,0,158,6,36,44
4586,1,64.85,106,4,16,425
4587,0,0,88.7,6,36,533
4588,0,0,290,5,25,244
4589,0,0,319,8,64,58
4590,1,29.5,81.95,2,4,415
4591,0,0,59,2,4,93
4592,1,59,492.5,13,169,164
4593,0,0,163.4,6,36,360
4594,0,0,48,2,4,51
4595,1,0,129,1,1,489
4596,0,0,216.95,4,16,514
4597,0,0,284,2,4,409
4598,1,34,710.3,26,676,60
4599,0,0,261,10,100,30
4600,0,161.95,560.6,21,441,171
4601,0,80,332,14,196,278
4602,1,0,148.95,2,4,26
4603,0,0,408.7,17,289,20
4604,1,0,231.5,5,25,88
4605,1,0,70.5,2,4,69
4606,0,190.5,117,3,9,98
4607,0,0,29,1,1,729
4608,0,0,105,2,4,212
4609,1,156,138.5,3,9,21
4610,0,0,906.25,24,576,24
4611,1,39,188.95,7,49,277
4612,1,0,288,6,36,39
4613,1,135.5,984,28,784,195
4614,0,0,321.9,8,64,655
4615,0,0,255,4,16,26
4616,0,29,34,1,1,14
4617,0,0,39,1,1,68
4618,0,0,104,2,4,494
4619,0,0,29,1,1,706
4620,1,171,92,3,9,384
4621,0,99,177,3,9,455
4622,0,40,29,1,1,369
4623,1,0,226.5,16,256,105
4624,0,49.5,146.5,4,16,30
4625,1,0,220.8,7,49,592
4626,1,0,90,2,4,454
4627,0,0,254,6,36,420
4628,1,0,128,2,4,120
4629,1,0,364.09,13,169,399
4630,1,0,122.9,3,9,597
4631,0,0,99,2,4,376
4632,0,0,256.5,7,49,392
4633,0,73,282.7,9,81,172
4634,1,0,128.67,16,256,8
4635,0,0,105,2,4,81
4636,0,0,141,4,16,309
4637,0,0,391.95,4,16,47
4638,1,0,947.5,11,121,91
4639,1,587,136.5,3,9,244
4640,0,0,25,1,1,516
4641,0,49.9,252.25,12,144,491
4642,1,0,73,2,4,64
4643,1,0,126,3,9,389
4644,0,0,59,1,1,187
4645,0,24.5,113,4,16,18
4646,1,0,398.8,9,81,55
4647,0,0,69,1,1,23
4648,1,0,115,3,9,39
4649,1,0,255,7,49,126
4650,0,0,24,1,1,91
4651,0,0,178,2,4,372
4652,0,0,142,4,16,306
4653,0,0,44,1,1,21
4654,1,0,278.5,8,64,384
4655,1,89,2223.2,56,3136,86
4656,0,0,163.5,5,25,22
4657,0,0,504.5,16,256,623
4658,1,0,216,4,16,23
4659,0,0,78,2,4,28
4660,1,0,163,4,16,168
4661,1,0,143,5,25,340
4662,0,0,347,8,64,288
4663,1,0,40,2,4,379
4664,0,22.95,128,3,9,36
4665,0,0,139,1,1,99
4666,1,177.95,74.5,3,9,137
4667,0,0,108,2,4,334
4668,0,0,0,1,1,54
4669,0,0,261,6,36,392
4670,1,0,908,11,121,651
4671,0,0,169,1,1,26
4672,0,38,250.45,11,121,19
4673,1,0,843,23,529,9
4674,0,0,39,1,1,168
4675,0,58,47,2,4,265
4676,0,0,152,4,16,710
4677,1,0,292,4,16,626
4678,0,0,101.8,5,25,3
4679,1,0,266.85,9,81,124
4680,0,0,77.5,2,4,70
4681,0,0,185,2,4,436
4682,0,162,788.8,21,441,11
4683,0,22,90.75,5,25,553
4684,0,0,0,2,4,345
4685,0,60.5,126.5,4,16,88
4686,1,0,144.5,2,4,20
4687,0,0,29,1,1,327
4688,0,0,40,2,4,29
4689,0,0,34,1,1,386
4690,0,0,69,1,1,263
4691,1,0,498.5,16,256,31
4692,0,19.95,1029.35,24,576,1
4693,0,56,59,1,1,634
4694,0,0,176,4,16,16
4695,1,0,202,6,36,391
4696,0,0,607.35,21,441,211
4697,0,44,129,1,1,108
4698,0,0,113,4,16,19
4699,0,0,106.75,6,36,28
4700,0,85,1307,36,1296,1
4701,0,43,309.1,13,169,84
4702,1,0,22,1,1,703
4703,1,69,466.95,14,196,8
4704,0,120.9,265.6,8,64,489
4705,0,83,34,3,9,218
4706,0,0,182.9,5,25,189
4707,1,34,197.5,5,25,162
4708,0,0,146,3,9,17
4709,0,0,29,1,1,389
4710,1,159.85,33.9,2,4,544
4711,0,0,99,2,4,12
4712,0,0,123.5,3,9,21
4713,1,0,103,2,4,101
4714,0,0,39.95,1,1,663
4715,0,0,887.7,23,529,13
4716,0,0,69,1,1,663
4717,1,0,258.9,9,81,55
4718,1,0,562.45,19,361,24
4719,0,0,20,1,1,334
4720,0,0,69,2,4,30
4721,0,39,55,1,1,390
4722,0,0,9.95,1,1,717
4723,0,0,182,3,9,421
4724,1,0,246.45,8,64,424
4725,0,0,119,2,4,382
4726,0,0,85.95,4,16,697
4727,0,0,79,1,1,442
4728,0,0,33.9,2,4,691
4729,0,0,89,1,1,400
4730,0,0,66,2,4,308
4731,1,72.45,29.5,1,1,3
4732,1,129,291.8,12,144,8
4733,1,0,118,4,16,384
4734,0,0,236,7,49,18
4735,0,0,32,1,1,369
4736,0,0,197,6,36,26
4737,1,83.5,29,1,1,337
4738,1,0,122.5,3,9,102
4739,0,0,134,3,9,22
4740,1,0,98.5,2,4,390
4741,0,0,72,1,1,230
4742,1,0,1183.35,39,1521,77
4743,0,0,129.5,2,4,99
4744,0,0,39,2,4,40
4745,0,39,381,8,64,41
4746,0,0,102.5,2,4,16
4747,0,0,929.5,22,484,24
4748,0,54,289.75,3,9,712
4749,1,0,180.9,4,16,114
4750,1,0,244.5,8,64,20
4751,0,0,247,6,36,648
4752,1,0,202,4,16,50
4753,1,0,217,9,81,61
4754,1,0,68,2,4,414
4755,1,0,29.5,1,1,49
4756,0,0,164,4,16,568
4757,0,0,141.5,4,16,392
4758,0,0,613.95,17,289,237
4759,1,49,469,6,36,329
4760,1,167,536.5,19,361,51
4761,1,0,594,25,625,45
4762,1,0,267,2,4,312
4763,1,0,167.5,3,9,392
4764,1,0,268.85,7,49,211
4765,0,0,65,1,1,554
4766,1,0,36,1,1,728
4767,1,86,325.5,11,121,13
4768,1,0,299.25,8,64,337
4769,0,0,103,2,4,429
4770,1,314.9,1002.8,29,841,12
4771,1,85,301,6,36,47
4772,0,0,78,2,4,388
4773,0,0,867,30,900,151
4774,0,0,39,1,1,96
4775,1,0,228.95,5,25,366
4776,0,0,59,2,4,280
4777,0,0,144,3,9,656
4778,0,0,0,1,1,390
4779,1,0,362,12,144,73
4780,0,36,152.85,6,36,21
4781,1,0,59,2,4,55
4782,0,0,148,2,4,422
4783,1,64.95,387,10,100,23
4784,0,0,38,1,1,389
4785,0,0,287,4,16,22
4786,1,0,34,1,1,252
4787,0,0,301,9,81,379
4788,0,0,118,4,16,11
4789,0,0,108,2,4,66
4790,1,69,196,7,49,166
4791,0,0,28,1,1,673
4792,0,0,158,2,4,22
4793,1,106.5,1950.9,55,3025,113
4794,1,0,170,8,64,12
4795,1,0,621.5,22,484,22
4796,1,0,83,2,4,491
4797,0,0,81,2,4,26
4798,0,0,118,4,16,471
4799,0,0,17.25,6,36,9
4800,1,0,277,2,4,72
4801,0,0,39,1,1,384
4802,0,0,169,3,9,76
4803,1,0,107,3,9,14
4804,0,288.5,99,1,1,340
4805,1,0,85,1,1,390
4806,0,0,69,2,4,380
4807,1,0,118,2,4,393
4808,0,0,140.5,7,49,22
4809,1,215.95,511,17,289,154
4810,0,90,60,2,4,723
4811,0,0,62.95,3,9,387
4812,0,191.45,261.9,9,81,204
4813,0,0,153.9,3,9,28
4814,0,418,788.9,15,225,157
4815,1,0,92.95,3,9,150
4816,1,0,119,1,1,143
4817,1,0,24.95,1,1,704
4818,0,34,34,1,1,4
4819,0,47.5,111,5,25,23
4820,0,0,44,2,4,123
4821,1,0,19.95,1,1,585
4822,1,67,354,15,225,27
4823,0,0,44,1,1,251
4824,0,29,113,4,16,11
4825,1,188,68,2,4,356
4826,1,0,105,4,16,20
4827,0,0,208.5,7,49,9
4828,0,0,29,1,1,468
4829,1,0,107,3,9,61
4830,0,0,433.95,25,625,153
4831,0,0,211.5,3,9,72
4832,0,0,39,1,1,389
4833,0,0,39.5,1,1,428
4834,1,0,296.5,6,36,377
4835,1,0,120,3,9,389
4836,0,0,741.45,12,144,17
4837,0,0,59,1,1,425
4838,0,0,90,2,4,13
4839,0,0,325.2,12,144,53
4840,0,0,72,2,4,305
4841,0,0,80.7,6,36,709
4842,0,0,170,1,1,700
4843,0,0,22,1,1,18
4844,0,188.7,891.8,19,361,10
4845,0,0,473,13,169,15
4846,0,0,69.5,3,9,567
4847,0,0,95,1,1,394
4848,1,0,360,9,81,20
4849,0,0,530.9,11,121,3
4850,0,49.5,55,2,4,375
4851,0,258,458.95,8,64,19
4852,1,0,525,9,81,8
4853,0,0,22.5,1,1,518
4854,1,0,843.45,15,225,344
4855,0,0,66,2,4,27
4856,1,0,155,4,16,394
4857,1,0,315.2,11,121,23
4858,0,0,59,1,1,713
4859,0,0,64,1,1,90
4860,0,0,585,8,64,15
4861,1,0,29.5,1,1,390
4862,0,276.05,488.05,20,400,1
4863,0,63,98,2,4,60
4864,0,0,257.9,4,16,406
4865,1,63,294.9,14,196,2
4866,1,0,270,7,49,95
4867,0,129,385,5,25,43
4868,0,0,79,2,4,153
4869,1,137.5,179,1,1,4
4870,0,0,90,1,1,12
4871,0,0,930,7,49,78
4872,0,39,228.8,5,25,2
4873,0,129,398.75,11,121,17
4874,1,0,165.15,5,25,251
4875,0,36,117,3,9,12
4876,0,69,197.95,4,16,509
4877,0,0,162.95,5,25,367
4878,1,0,449.05,19,361,1
4879,0,37,41,2,4,148
4880,1,0,177,3,9,239
4881,0,0,288,11,121,245
4882,1,0,44.5,2,4,383
4883,0,0,49,1,1,89
4884,0,0,63,2,4,14
4885,0,0,85,4,16,124
4886,0,0,277,7,49,11
4887,0,0,99,1,1,523
4888,1,0,205.5,5,25,389
4889,0,0,302.5,10,100,19
4890,0,0,205.4,7,49,14
4891,1,0,187,4,16,61
4892,0,0,422,9,81,17
4893,0,36,686.9,21,441,27
4894,1,0,49,1,1,380
4895,1,0,207.95,3,9,373
4896,0,0,113.5,5,25,21
4897,0,0,56,1,1,492
4898,1,0,49,1,1,357
4899,1,0,796,17,289,167
4900,1,0,101.5,3,9,15
4901,1,0,609.55,13,169,124
4902,0,0,166.7,3,9,496
4903,0,0,128,2,4,25
4904,0,0,164,3,9,53
4905,1,0,70,2,4,188
4906,0,0,18,1,1,373
4907,1,0,150,4,16,362
4908,1,45.45,286.5,10,100,257
4909,0,0,202,6,36,29
4910,1,0,216,5,25,15
4911,0,0,44.5,2,4,150
4912,0,0,207,7,49,13
4913,0,0,183.8,5,25,662
4914,0,0,321,8,64,17
4915,0,0,44.95,1,1,500
4916,0,264.9,409,17,289,11
4917,1,58,94.7,7,49,22
4918,1,0,87,3,9,143
4919,0,0,236,6,36,20
4920,0,0,49,1,1,413
4921,0,0,170.5,5,25,608
4922,0,0,39.5,2,4,491
4923,0,0,299.95,8,64,32
4924,1,0,227,7,49,15
4925,0,0,98,2,4,132
4926,0,0,92.5,3,9,593
4927,1,0,39.5,1,1,380
4928,1,0,102,3,9,216
4929,0,49.5,99,2,4,28
4930,0,32,124.5,4,16,56
4931,0,0,44.95,1,1,167
4932,0,0,277.8,6,36,24
4933,0,0,297.5,6,36,30
4934,1,108.5,541.5,14,196,22
4935,1,70,233.55,25,625,4
4936,0,0,451,10,100,27
4937,0,0,182.5,5,25,13
4938,1,0,103.5,4,16,146
4939,0,0,27.5,1,1,12
4940,1,0,693.35,10,100,25
4941,0,0,69,1,1,311
4942,0,0,413,14,196,139
4943,1,448.5,1250.6,40,1600,2
4944,0,0,202.35,10,100,18
4945,0,5,241.3,17,289,159
4946,1,0,210,6,36,21
4947,1,39.95,71,3,9,385
4948,1,0,34,1,1,517
4949,0,0,35,1,1,148
4950,0,0,103.95,2,4,357
4951,0,0,29.5,1,1,373
4952,1,0,265.5,7,49,12
4953,0,0,24,1,1,526
4954,1,0,373,12,144,36
4955,1,0,0,1,1,379
4956,1,102.5,347,9,81,58
4957,0,0,99.5,1,1,424
4958,0,0,194,7,49,402
4959,0,0,235,7,49,228
4960,1,0,82.45,2,4,324
4961,0,110,209.5,5,25,22
4962,0,323.35,396.5,13,169,50
4963,0,0,171,4,16,15
4964,0,0,129,3,9,335
4965,0,0,195,5,25,2
4966,0,37,156.95,5,25,387
4967,0,24,168,2,4,67
4968,1,0,441.5,9,81,29
4969,0,0,624,18,324,46
4970,0,50,109.4,5,25,159
4971,0,0,65.15,8,64,19
4972,0,0,225.95,11,121,240
4973,1,324.45,299,1,1,350
4974,0,0,59.9,2,4,144
4975,0,0,0,1,1,475
4976,0,0,160,6,36,26
4977,1,36,424.45,10,100,42
4978,1,0,762.5,17,289,19
4979,0,0,29,1,1,391
4980,1,0,200.5,6,36,385
4981,0,129,59,1,1,31
4982,1,0,1165.2,35,1225,19
4983,0,0,603.5,11,121,21
4984,0,0,88,2,4,112
4985,1,156,168,4,16,33
4986,0,0,59,1,1,14
4987,1,0,673.5,7,49,25
4988,0,0,193.05,9,81,451
4989,0,0,171,5,25,385
4990,0,0,58.95,1,1,729
4991,0,0,32,1,1,470
4992,1,0,592,16,256,276
4993,1,0,176,4,16,46
4994,0,0,178.7,6,36,489
4995,0,0,103,3,9,17
4996,1,46,138,3,9,3
4997,0,15,128,2,4,5
4998,0,0,62,2,4,12
4999,0,0,59,2,4,385
5000,1,0,479.5,10,100,354
5001,0,0,74,1,1,624
5002,0,0,22.5,2,4,11
5003,1,0,629.8,18,324,3
5004,0,0,173.5,5,25,469
5005,1,0,46,2,4,69
5006,1,0,469,7,49,18
5007,0,0,29,1,1,18
5008,1,0,284.5,7,49,254
5009,0,0,858.5,7,49,96
5010,1,0,52,2,4,117
5011,0,0,229.9,4,16,598
5012,0,85.85,564,8,64,346
5013,0,0,358,8,64,591
5014,0,0,109,3,9,18
5015,0,0,538,5,25,410
5016,0,0,125.5,6,36,13
5017,0,0,974.55,35,1225,137
5018,1,0,228,5,25,405
5019,1,0,248,8,64,429
5020,1,0,119,5,25,153
5021,0,0,19.95,1,1,697
5022,0,0,44,1,1,375
5023,1,51,59,2,4,13
5024,0,0,39,1,1,387
5025,0,0,51,3,9,297
5026,0,0,53,2,4,646
5027,1,0,129,1,1,106
5028,1,0,134,2,4,125
5029,0,0,208,6,36,392
5030,1,118,184.5,6,36,18
5031,0,0,24,1,1,26
5032,0,0,876.95,7,49,381
5033,0,0,99,1,1,416
5034,1,29,567.9,16,256,9
5035,1,0,62.5,2,4,44
5036,0,0,122.4,4,16,140
5037,0,0,41,2,4,31
5038,0,0,37,1,1,30
5039,0,0,220.95,4,16,49
5040,1,149,44,1,1,407
5041,0,69.95,44,3,9,383
5042,0,0,47.5,2,4,24
5043,1,29,322.5,8,64,29
5044,0,0,313.95,4,16,564
5045,1,0,74.95,2,4,513
5046,0,0,8.99,1,1,56
5047,0,0,171.95,4,16,27
5048,0,73.5,88,3,9,166
5049,0,0,49.5,1,1,27
5050,0,0,34,1,1,507
5051,1,0,40,1,1,376
5052,0,0,281,9,81,11
5053,1,0,112,2,4,544
5054,0,22,209,7,49,14
5055,0,0,160,4,16,86
5056,0,0,68,1,1,60
5057,0,0,586.7,11,121,10
5058,0,0,253.7,6,36,705
5059,0,0,26,1,1,254
5060,0,0,0,1,1,130
5061,1,0,404.9,7,49,9
5062,1,0,591.9,16,256,32
5063,0,0,403,11,121,44
5064,1,0,79,2,4,29
5065,1,0,99.5,3,9,383
5066,0,0,454.4,20,400,70
5067,0,101.5,118,2,4,420
5068,1,0,373.39,21,441,115
5069,0,0,34,1,1,331
5070,1,44,1579.35,51,2601,98
5071,1,0,261.95,4,16,178
5072,0,0,59.95,1,1,550
5073,0,0,130,3,9,139
5074,0,0,38,1,1,29
5075,0,0,272.5,6,36,11
5076,1,0,641.45,11,121,23
5077,1,0,212,6,36,198
5078,0,29,24,1,1,720
5079,1,0,68,2,4,16
5080,0,0,791.5,14,196,65
5081,1,0,123,5,25,390
5082,0,24,83,3,9,432
5083,0,0,94,2,4,49
5084,1,0,901.7,21,441,101
5085,0,0,146.5,5,25,652
5086,0,39,34.95,1,1,188
5087,1,39.5,173.5,6,36,28
5088,0,0,26,1,1,704
5089,0,0,31,2,4,13
5090,0,0,506,10,100,280
5091,1,63.4,751,17,289,393
5092,1,0,489.25,11,121,442
5093,1,158.5,751.95,22,484,71
5094,0,0,184.8,5,25,619
5095,0,0,34.95,1,1,520
5096,0,0,61,2,4,636
5097,1,0,732.95,15,225,35
5098,0,0,178,2,4,55
5099,0,0,243.95,5,25,16
5100,0,0,1298,38,1444,166
5101,0,0,68.5,2,4,392
5102,0,0,141,3,9,313
5103,0,0,39,1,1,594
5104,0,0,186,9,81,26
5105,0,0,271,7,49,14
5106,1,53.95,259,6,36,21
5107,0,0,37.7,3,9,177
5108,1,132.2,619.25,12,144,599
5109,0,0,87,2,4,648
5110,0,125,44,1,1,29
5111,0,0,34,1,1,387
5112,1,0,476.5,21,441,86
5113,0,0,208.5,6,36,59
5114,1,0,272.95,9,81,23
5115,0,0,97,5,25,395
5116,0,0,44,1,1,465
5117,0,0,311,8,64,38
5118,0,0,129,1,1,18
5119,0,0,42.85,3,9,368
5120,0,0,39,2,4,726
5121,1,0,88,3,9,10
5122,0,0,136,4,16,296
5123,1,0,284.5,6,36,35
5124,1,0,19.5,1,1,28
5125,1,0,39,1,1,25
5126,0,0,34.45,2,4,610
5127,0,0,39.5,2,4,512
5128,0,110.5,36.5,1,1,24
5129,0,0,34,1,1,569
5130,1,0,67,4,16,380
5131,1,0,49,1,1,269
5132,0,0,80,2,4,370
5133,1,0,527.85,12,144,15
5134,1,0,553.9,18,324,170
5135,0,0,518.25,19,361,200
5136,0,0,200,5,25,352
5137,0,0,294,6,36,81
5138,0,0,29.5,1,1,20
5139,0,0,198.5,2,4,25
5140,0,0,24,4,16,14
5141,0,0,234,5,25,29
5142,0,0,39.95,1,1,225
5143,1,301.2,210.95,6,36,385
5144,1,0,356.35,7,49,392
5145,1,0,245.5,8,64,379
5146,1,0,255.5,6,36,19
5147,0,0,1016,25,625,132
5148,0,0,44,1,1,22
5149,0,0,219,1,1,725
5150,0,0,25,1,1,301
5151,0,0,205,5,25,20
5152,1,47,287.4,8,64,337
5153,1,0,138,3,9,466
5154,0,0,368,12,144,25
5155,0,0,0,1,1,75
5156,0,0,108,2,4,24
5157,0,24.95,99,1,1,382
5158,1,0,87,3,9,82
5159,0,0,48,2,4,378
5160,0,0,32.5,1,1,390
5161,1,0,138.9,6,36,385
5162,0,0,107.9,3,9,536
5163,0,0,334.45,8,64,525
5164,0,137.9,612.89,21,441,76
5165,0,0,49,1,1,386
5166,0,0,157,7,49,18
5167,0,0,78,3,9,457
5168,1,133,306.45,9,81,39
5169,1,0,789,20,400,597
5170,0,0,211.4,4,16,369
5171,0,0,74,2,4,497
5172,1,34,2528.45,66,4356,27
5173,1,0,58,2,4,389
5174,0,0,73,2,4,394
5175,0,290,403,7,49,88
5176,1,0,71.2,4,16,25
5177,0,0,52,1,1,678
5178,0,0,68,2,4,22
5179,0,0,340,5,25,409
5180,0,0,349,7,49,22
5181,0,0,847.5,16,256,316
5182,0,0,260,4,16,4
5183,0,0,203,7,49,17
5184,0,0,267,3,9,315
5185,1,24,188,3,9,393
5186,0,19.95,132.95,2,4,532
5187,0,120,25,1,1,601
5188,1,0,899.05,17,289,118
5189,1,0,240,6,36,33
5190,1,0,39.5,2,4,496
5191,1,0,473.45,7,49,381
5192,0,0,8.95,1,1,184
5193,0,0,52.9,2,4,718
5194,1,0,117,2,4,43
5195,0,0,100.5,3,9,21
5196,0,0,50.85,4,16,681
5197,0,0,40.85,4,16,260
5198,0,0,173,4,16,11
5199,1,248,39.5,1,1,384
5200,0,21,142,5,25,155
5201,1,0,129,1,1,546
5202,1,0,114.95,2,4,413
5203,1,0,29.5,1,1,397
5204,1,0,165.45,4,16,36
5205,0,12.75,38.9,2,4,155
5206,0,0,507,7,49,18
5207,0,0,39,1,1,265
5208,0,0,239.55,13,169,154
5209,0,0,44,1,1,30
5210,0,0,524.15,12,144,178
5211,0,0,947.35,16,256,53
5212,1,110,1678.75,31,961,42
5213,0,0,22.9,2,4,545
5214,0,0,39,1,1,316
5215,0,30,49.5,1,1,29
5216,0,144.5,546.9,21,441,12
5217,0,0,153.5,6,36,20
5218,0,0,115,3,9,28
5219,0,0,30,1,1,28
5220,1,0,178,4,16,26
5221,0,219,346,12,144,50
5222,0,0,39,2,4,260
5223,1,0,463.5,13,169,63
5224,0,0,206.65,8,64,150
5225,0,0,479.5,9,81,19
5226,0,0,107,3,9,387
5227,0,0,116,4,16,336
5228,1,0,398.45,11,121,1
5229,1,0,70,1,1,378
5230,0,0,144,2,4,709
5231,0,191,229.94,15,225,19
5232,0,0,8.5,1,1,33
5233,0,0,274.8,6,36,178
5234,1,0,221,6,36,13
5235,0,0,517.7,8,64,408
5236,0,0,375,10,100,34
5237,0,0,233.9,6,36,89
5238,0,0,92.85,7,49,8
5239,1,0,287,4,16,28
